/cm/local/apps/slurm/var/spool/job851048/slurm_script: line 12: activate: No such file or directory
A.L.E: Arcade Learning Environment (version 0.8.1+53f58b7)
[Powered by Stella]
Episode 0, Total Reward: 6.0, Epsilon: 0.99995125
Episode 2914, Total Reward: 24.0, Epsilon: 0.8578937499998781
Episode 2915, Total Reward: 10.0, Epsilon: 0.8578449999998781
Episode 2916, Total Reward: 71.0, Epsilon: 0.857796249999878
Episode 2917, Total Reward: 6.0, Epsilon: 0.857747499999878
Episode 2918, Total Reward: 8.0, Epsilon: 0.8576987499998779
Episode 2919, Total Reward: 49.0, Epsilon: 0.8576499999998779
Episode 2920, Total Reward: 13.0, Epsilon: 0.8576012499998779
Episode 2921, Total Reward: 16.0, Epsilon: 0.8575524999998778
Episode 2922, Total Reward: 11.0, Epsilon: 0.8575037499998778
Episode 2923, Total Reward: 35.0, Epsilon: 0.8574549999998777
Episode 2924, Total Reward: 19.0, Epsilon: 0.8574062499998777
Episode 2925, Total Reward: 37.0, Epsilon: 0.8573574999998776
Episode 2926, Total Reward: 22.0, Epsilon: 0.8573087499998776
Episode 2927, Total Reward: 5.0, Epsilon: 0.8572599999998776
Episode 2928, Total Reward: 37.0, Epsilon: 0.8572112499998775
Episode 2929, Total Reward: 11.0, Epsilon: 0.8571624999998775
Episode 2930, Total Reward: 13.0, Epsilon: 0.8571137499998774
Episode 2931, Total Reward: 43.0, Epsilon: 0.8570649999998774
Episode 2932, Total Reward: 13.0, Epsilon: 0.8570162499998774
Episode 2933, Total Reward: 11.0, Epsilon: 0.8569674999998773
Episode 2934, Total Reward: 30.0, Epsilon: 0.8569187499998773
Episode 2935, Total Reward: 3.0, Epsilon: 0.8568699999998772
Episode 2936, Total Reward: 22.0, Epsilon: 0.8568212499998772
Episode 2937, Total Reward: 45.0, Epsilon: 0.8567724999998771
Episode 2938, Total Reward: 15.0, Epsilon: 0.8567237499998771
Episode 2939, Total Reward: 10.0, Epsilon: 0.8566749999998771
Episode 2940, Total Reward: 74.0, Epsilon: 0.856626249999877
Episode 2941, Total Reward: 12.0, Epsilon: 0.856577499999877
Episode 2942, Total Reward: 16.0, Epsilon: 0.8565287499998769
Episode 2943, Total Reward: 46.0, Epsilon: 0.8564799999998769
Episode 2944, Total Reward: 22.0, Epsilon: 0.8564312499998769
Episode 2945, Total Reward: 15.0, Epsilon: 0.8563824999998768
Episode 2946, Total Reward: 32.0, Epsilon: 0.8563337499998768
Episode 2947, Total Reward: 12.0, Epsilon: 0.8562849999998767
Episode 2948, Total Reward: 34.0, Epsilon: 0.8562362499998767
Episode 2949, Total Reward: 54.0, Epsilon: 0.8561874999998766
Episode 2950, Total Reward: 27.0, Epsilon: 0.8561387499998766
Episode 2951, Total Reward: 2.0, Epsilon: 0.8560899999998766
Episode 2952, Total Reward: 34.0, Epsilon: 0.8560412499998765
Episode 2953, Total Reward: 14.0, Epsilon: 0.8559924999998765
Episode 2954, Total Reward: 36.0, Epsilon: 0.8559437499998764
Episode 2955, Total Reward: 38.0, Epsilon: 0.8558949999998764
Episode 2956, Total Reward: 37.0, Epsilon: 0.8558462499998764
Episode 2957, Total Reward: 3.0, Epsilon: 0.8557974999998763
Episode 2958, Total Reward: 40.0, Epsilon: 0.8557487499998763
Episode 2959, Total Reward: 17.0, Epsilon: 0.8556999999998762
Episode 2960, Total Reward: 19.0, Epsilon: 0.8556512499998762
Episode 2961, Total Reward: 52.0, Epsilon: 0.8556024999998761
Episode 2962, Total Reward: 20.0, Epsilon: 0.8555537499998761
Episode 2963, Total Reward: 32.0, Epsilon: 0.8555049999998761
Episode 2964, Total Reward: 45.0, Epsilon: 0.855456249999876
Episode 2965, Total Reward: 17.0, Epsilon: 0.855407499999876
Episode 2966, Total Reward: 11.0, Epsilon: 0.8553587499998759
Episode 2967, Total Reward: 33.0, Epsilon: 0.8553099999998759
Episode 2968, Total Reward: 16.0, Epsilon: 0.8552612499998758
Episode 2969, Total Reward: 27.0, Epsilon: 0.8552124999998758
Episode 2970, Total Reward: 40.0, Epsilon: 0.8551637499998758
Episode 2971, Total Reward: 26.0, Epsilon: 0.8551149999998757
Episode 2972, Total Reward: 10.0, Epsilon: 0.8550662499998757
Episode 2973, Total Reward: 44.0, Epsilon: 0.8550174999998756
Episode 2974, Total Reward: 25.0, Epsilon: 0.8549687499998756
Episode 2975, Total Reward: 7.0, Epsilon: 0.8549199999998756
Episode 2976, Total Reward: 72.0, Epsilon: 0.8548712499998755
Episode 2977, Total Reward: 24.0, Epsilon: 0.8548224999998755
Episode 2978, Total Reward: 2.0, Epsilon: 0.8547737499998754
Episode 2979, Total Reward: 49.0, Epsilon: 0.8547249999998754
Episode 2980, Total Reward: 27.0, Epsilon: 0.8546762499998753
Episode 2981, Total Reward: 5.0, Epsilon: 0.8546274999998753
Episode 2982, Total Reward: 45.0, Epsilon: 0.8545787499998753
Episode 2983, Total Reward: 9.0, Epsilon: 0.8545299999998752
Episode 2984, Total Reward: 4.0, Epsilon: 0.8544812499998752
Episode 2985, Total Reward: 28.0, Epsilon: 0.8544324999998751
Episode 2986, Total Reward: 19.0, Epsilon: 0.8543837499998751
Episode 2987, Total Reward: 31.0, Epsilon: 0.854334999999875
Episode 2988, Total Reward: 35.0, Epsilon: 0.854286249999875
Episode 2989, Total Reward: 15.0, Epsilon: 0.854237499999875
Episode 2990, Total Reward: 3.0, Epsilon: 0.8541887499998749
Episode 2991, Total Reward: 29.0, Epsilon: 0.8541399999998749
Episode 2992, Total Reward: 37.0, Epsilon: 0.8540912499998748
Episode 2993, Total Reward: 18.0, Epsilon: 0.8540424999998748
Episode 2994, Total Reward: 52.0, Epsilon: 0.8539937499998748
Episode 2995, Total Reward: 14.0, Epsilon: 0.8539449999998747
Episode 2996, Total Reward: 44.0, Epsilon: 0.8538962499998747
Episode 2997, Total Reward: 50.0, Epsilon: 0.8538474999998746
Episode 2998, Total Reward: 30.0, Epsilon: 0.8537987499998746
Episode 2999, Total Reward: 3.0, Epsilon: 0.8537499999998746
Episode 3000, Total Reward: 32.0, Epsilon: 0.8537012499998745
Episode 3001, Total Reward: 23.0, Epsilon: 0.8536524999998745
Episode 3002, Total Reward: 14.0, Epsilon: 0.8536037499998744
Episode 3003, Total Reward: 47.0, Epsilon: 0.8535549999998744
Episode 3004, Total Reward: 23.0, Epsilon: 0.8535062499998743
Episode 3005, Total Reward: 13.0, Epsilon: 0.8534574999998743
Episode 3006, Total Reward: 54.0, Epsilon: 0.8534087499998743
Episode 3007, Total Reward: 23.0, Epsilon: 0.8533599999998742
Episode 3008, Total Reward: 10.0, Epsilon: 0.8533112499998742
Episode 3009, Total Reward: 68.0, Epsilon: 0.8532624999998741
Episode 3010, Total Reward: 11.0, Epsilon: 0.8532137499998741
Episode 3011, Total Reward: 34.0, Epsilon: 0.853164999999874
Episode 3012, Total Reward: 39.0, Epsilon: 0.853116249999874
Episode 3013, Total Reward: 14.0, Epsilon: 0.853067499999874
Episode 3014, Total Reward: 18.0, Epsilon: 0.8530187499998739
Episode 3015, Total Reward: 49.0, Epsilon: 0.8529699999998739
Episode 3016, Total Reward: 39.0, Epsilon: 0.8529212499998738
Episode 3017, Total Reward: 21.0, Epsilon: 0.8528724999998738
Episode 3018, Total Reward: 32.0, Epsilon: 0.8528237499998738
Episode 3019, Total Reward: 11.0, Epsilon: 0.8527749999998737
Episode 3020, Total Reward: 25.0, Epsilon: 0.8527262499998737
Episode 3021, Total Reward: 48.0, Epsilon: 0.8526774999998736
Episode 3022, Total Reward: 20.0, Epsilon: 0.8526287499998736
Episode 3023, Total Reward: 18.0, Epsilon: 0.8525799999998736
Episode 3024, Total Reward: 91.0, Epsilon: 0.8525312499998735
Episode 3025, Total Reward: 17.0, Epsilon: 0.8524824999998735
Episode 3026, Total Reward: 12.0, Epsilon: 0.8524337499998734
Episode 3027, Total Reward: 44.0, Epsilon: 0.8523849999998734
Episode 3028, Total Reward: 13.0, Epsilon: 0.8523362499998733
Episode 3029, Total Reward: 15.0, Epsilon: 0.8522874999998733
Episode 3030, Total Reward: 64.0, Epsilon: 0.8522387499998733
Episode 3031, Total Reward: 30.0, Epsilon: 0.8521899999998732
Episode 3032, Total Reward: 7.0, Epsilon: 0.8521412499998732
Episode 3033, Total Reward: 57.0, Epsilon: 0.8520924999998731
Episode 3034, Total Reward: 23.0, Epsilon: 0.8520437499998731
Episode 3035, Total Reward: 13.0, Epsilon: 0.851994999999873
Episode 3036, Total Reward: 42.0, Epsilon: 0.851946249999873
Episode 3037, Total Reward: 23.0, Epsilon: 0.851897499999873
Episode 3038, Total Reward: 11.0, Epsilon: 0.8518487499998729
Episode 3039, Total Reward: 94.0, Epsilon: 0.8517999999998729
Episode 3040, Total Reward: 0.0, Epsilon: 0.8517512499998728
Episode 3041, Total Reward: 1.0, Epsilon: 0.8517024999998728
Episode 3042, Total Reward: 23.0, Epsilon: 0.8516537499998728
Episode 3043, Total Reward: 55.0, Epsilon: 0.8516049999998727
Episode 3044, Total Reward: 10.0, Epsilon: 0.8515562499998727
Episode 3045, Total Reward: 32.0, Epsilon: 0.8515074999998726
Episode 3046, Total Reward: 24.0, Epsilon: 0.8514587499998726
Episode 3047, Total Reward: 20.0, Epsilon: 0.8514099999998725
Episode 3048, Total Reward: 23.0, Epsilon: 0.8513612499998725
Episode 3049, Total Reward: 24.0, Epsilon: 0.8513124999998725
Episode 3050, Total Reward: 6.0, Epsilon: 0.8512637499998724
Episode 3051, Total Reward: 32.0, Epsilon: 0.8512149999998724
Episode 3052, Total Reward: 13.0, Epsilon: 0.8511662499998723
Episode 3053, Total Reward: 58.0, Epsilon: 0.8511174999998723
Episode 3054, Total Reward: 49.0, Epsilon: 0.8510687499998723
Episode 3055, Total Reward: 4.0, Epsilon: 0.8510199999998722
Episode 3056, Total Reward: 22.0, Epsilon: 0.8509712499998722
Episode 3057, Total Reward: 32.0, Epsilon: 0.8509224999998721
Episode 3058, Total Reward: 11.0, Epsilon: 0.8508737499998721
Episode 3059, Total Reward: 14.0, Epsilon: 0.850824999999872
Episode 3060, Total Reward: 44.0, Epsilon: 0.850776249999872
Episode 3061, Total Reward: 30.0, Epsilon: 0.850727499999872
Episode 3062, Total Reward: 16.0, Epsilon: 0.8506787499998719
Episode 3063, Total Reward: 37.0, Epsilon: 0.8506299999998719
Episode 3064, Total Reward: 3.0, Epsilon: 0.8505812499998718
Episode 3065, Total Reward: 13.0, Epsilon: 0.8505324999998718
Episode 3066, Total Reward: 33.0, Epsilon: 0.8504837499998718
Episode 3067, Total Reward: 21.0, Epsilon: 0.8504349999998717
Episode 3068, Total Reward: 30.0, Epsilon: 0.8503862499998717
Episode 3069, Total Reward: 16.0, Epsilon: 0.8503374999998716
Episode 3070, Total Reward: 39.0, Epsilon: 0.8502887499998716
Episode 3071, Total Reward: 49.0, Epsilon: 0.8502399999998715
Episode 3072, Total Reward: 49.0, Epsilon: 0.8501912499998715
Episode 3073, Total Reward: 23.0, Epsilon: 0.8501424999998715
Episode 3074, Total Reward: 9.0, Epsilon: 0.8500937499998714
Episode 3075, Total Reward: 43.0, Epsilon: 0.8500449999998714
Episode 3076, Total Reward: 34.0, Epsilon: 0.8499962499998713
Episode 3077, Total Reward: 12.0, Epsilon: 0.8499474999998713
Episode 3078, Total Reward: 36.0, Epsilon: 0.8498987499998713
Episode 3079, Total Reward: 28.0, Epsilon: 0.8498499999998712
Episode 3080, Total Reward: 23.0, Epsilon: 0.8498012499998712
Episode 3081, Total Reward: 32.0, Epsilon: 0.8497524999998711
Episode 3082, Total Reward: 15.0, Epsilon: 0.8497037499998711
Episode 3083, Total Reward: 35.0, Epsilon: 0.849654999999871
Episode 3084, Total Reward: 48.0, Epsilon: 0.849606249999871
Episode 3085, Total Reward: 11.0, Epsilon: 0.849557499999871
Episode 3086, Total Reward: 0.0, Epsilon: 0.8495087499998709
Episode 3087, Total Reward: 77.0, Epsilon: 0.8494599999998709
Episode 3088, Total Reward: 11.0, Epsilon: 0.8494112499998708
Episode 3089, Total Reward: 14.0, Epsilon: 0.8493624999998708
Episode 3090, Total Reward: 59.0, Epsilon: 0.8493137499998707
Episode 3091, Total Reward: 29.0, Epsilon: 0.8492649999998707
Episode 3092, Total Reward: 1.0, Epsilon: 0.8492162499998707
Episode 3093, Total Reward: 41.0, Epsilon: 0.8491674999998706
Episode 3094, Total Reward: 26.0, Epsilon: 0.8491187499998706
Episode 3095, Total Reward: 14.0, Epsilon: 0.8490699999998705
Episode 3096, Total Reward: 11.0, Epsilon: 0.8490212499998705
Episode 3097, Total Reward: 27.0, Epsilon: 0.8489724999998705
Episode 3098, Total Reward: 23.0, Epsilon: 0.8489237499998704
Episode 3099, Total Reward: 48.0, Epsilon: 0.8488749999998704
Episode 3100, Total Reward: 39.0, Epsilon: 0.8488262499998703
Episode 3101, Total Reward: 10.0, Epsilon: 0.8487774999998703
Episode 3102, Total Reward: 11.0, Epsilon: 0.8487287499998702
Episode 3103, Total Reward: 27.0, Epsilon: 0.8486799999998702
Episode 3104, Total Reward: 26.0, Epsilon: 0.8486312499998702
Episode 3105, Total Reward: 30.0, Epsilon: 0.8485824999998701
Episode 3106, Total Reward: 14.0, Epsilon: 0.8485337499998701
Episode 3107, Total Reward: 41.0, Epsilon: 0.84848499999987
Episode 3108, Total Reward: 38.0, Epsilon: 0.84843624999987
Episode 3109, Total Reward: 25.0, Epsilon: 0.84838749999987
Episode 3110, Total Reward: 13.0, Epsilon: 0.8483387499998699
Episode 3111, Total Reward: 49.0, Epsilon: 0.8482899999998699
Episode 3112, Total Reward: 23.0, Epsilon: 0.8482412499998698
Episode 3113, Total Reward: 3.0, Epsilon: 0.8481924999998698
Episode 3114, Total Reward: 45.0, Epsilon: 0.8481437499998697
Episode 3115, Total Reward: 15.0, Epsilon: 0.8480949999998697
Episode 3116, Total Reward: 18.0, Epsilon: 0.8480462499998697
Episode 3117, Total Reward: 32.0, Epsilon: 0.8479974999998696
Episode 3118, Total Reward: 39.0, Epsilon: 0.8479487499998696
Episode 3119, Total Reward: 10.0, Epsilon: 0.8478999999998695
Episode 3120, Total Reward: 52.0, Epsilon: 0.8478512499998695
Episode 3121, Total Reward: 17.0, Epsilon: 0.8478024999998695
Episode 3122, Total Reward: 13.0, Epsilon: 0.8477537499998694
Episode 3123, Total Reward: 14.0, Epsilon: 0.8477049999998694
Episode 3124, Total Reward: 20.0, Epsilon: 0.8476562499998693
Episode 3125, Total Reward: 23.0, Epsilon: 0.8476074999998693
Episode 3126, Total Reward: 53.0, Epsilon: 0.8475587499998692
Episode 3127, Total Reward: 18.0, Epsilon: 0.8475099999998692
Episode 3128, Total Reward: 2.0, Epsilon: 0.8474612499998692
Episode 3129, Total Reward: 65.0, Epsilon: 0.8474124999998691
Episode 3130, Total Reward: 14.0, Epsilon: 0.8473637499998691
Episode 3131, Total Reward: 21.0, Epsilon: 0.847314999999869
Episode 3132, Total Reward: 47.0, Epsilon: 0.847266249999869
Episode 3133, Total Reward: 15.0, Epsilon: 0.847217499999869
Episode 3134, Total Reward: 35.0, Epsilon: 0.8471687499998689
Episode 3135, Total Reward: 47.0, Epsilon: 0.8471199999998689
Episode 3136, Total Reward: 22.0, Epsilon: 0.8470712499998688
Episode 3137, Total Reward: 6.0, Epsilon: 0.8470224999998688
Episode 3138, Total Reward: 28.0, Epsilon: 0.8469737499998687
Episode 3139, Total Reward: 35.0, Epsilon: 0.8469249999998687
Episode 3140, Total Reward: 52.0, Epsilon: 0.8468762499998687
Episode 3141, Total Reward: 49.0, Epsilon: 0.8468274999998686
Episode 3142, Total Reward: 24.0, Epsilon: 0.8467787499998686
Episode 3143, Total Reward: 18.0, Epsilon: 0.8467299999998685
Episode 3144, Total Reward: 29.0, Epsilon: 0.8466812499998685
Episode 3145, Total Reward: 17.0, Epsilon: 0.8466324999998684
Episode 3146, Total Reward: 3.0, Epsilon: 0.8465837499998684
Episode 3147, Total Reward: 24.0, Epsilon: 0.8465349999998684
Episode 3148, Total Reward: 14.0, Epsilon: 0.8464862499998683
Episode 3149, Total Reward: 46.0, Epsilon: 0.8464374999998683
Episode 3150, Total Reward: 49.0, Epsilon: 0.8463887499998682
Episode 3151, Total Reward: 14.0, Epsilon: 0.8463399999998682
Episode 3152, Total Reward: 16.0, Epsilon: 0.8462912499998682
Episode 3153, Total Reward: 34.0, Epsilon: 0.8462424999998681
Episode 3154, Total Reward: 34.0, Epsilon: 0.8461937499998681
Episode 3155, Total Reward: 3.0, Epsilon: 0.846144999999868
Episode 3156, Total Reward: 32.0, Epsilon: 0.846096249999868
Episode 3157, Total Reward: 11.0, Epsilon: 0.846047499999868
Episode 3158, Total Reward: 13.0, Epsilon: 0.8459987499998679
Episode 3159, Total Reward: 32.0, Epsilon: 0.8459499999998679
Episode 3160, Total Reward: 4.0, Epsilon: 0.8459012499998678
Episode 3161, Total Reward: 12.0, Epsilon: 0.8458524999998678
Episode 3162, Total Reward: 33.0, Epsilon: 0.8458037499998677
Episode 3163, Total Reward: 4.0, Epsilon: 0.8457549999998677
Episode 3164, Total Reward: 7.0, Epsilon: 0.8457062499998677
Episode 3165, Total Reward: 54.0, Epsilon: 0.8456574999998676
Episode 3166, Total Reward: 26.0, Epsilon: 0.8456087499998676
Episode 3167, Total Reward: 3.0, Epsilon: 0.8455599999998675
Episode 3168, Total Reward: 46.0, Epsilon: 0.8455112499998675
Episode 3169, Total Reward: 8.0, Epsilon: 0.8454624999998674
Episode 3170, Total Reward: 3.0, Epsilon: 0.8454137499998674
Episode 3171, Total Reward: 35.0, Epsilon: 0.8453649999998674
Episode 3172, Total Reward: 11.0, Epsilon: 0.8453162499998673
Episode 3173, Total Reward: 12.0, Epsilon: 0.8452674999998673
Episode 3174, Total Reward: 54.0, Epsilon: 0.8452187499998672
Episode 3175, Total Reward: 11.0, Epsilon: 0.8451699999998672
Episode 3176, Total Reward: 27.0, Epsilon: 0.8451212499998672
Episode 3177, Total Reward: 53.0, Epsilon: 0.8450724999998671
Episode 3178, Total Reward: 18.0, Epsilon: 0.8450237499998671
Episode 3179, Total Reward: 3.0, Epsilon: 0.844974999999867
Episode 3180, Total Reward: 46.0, Epsilon: 0.844926249999867
Episode 3181, Total Reward: 20.0, Epsilon: 0.8448774999998669
Episode 3182, Total Reward: 14.0, Epsilon: 0.8448287499998669
Episode 3183, Total Reward: 27.0, Epsilon: 0.8447799999998669
Episode 3184, Total Reward: 14.0, Epsilon: 0.8447312499998668
Episode 3185, Total Reward: 25.0, Epsilon: 0.8446824999998668
Episode 3186, Total Reward: 42.0, Epsilon: 0.8446337499998667
Episode 3187, Total Reward: 10.0, Epsilon: 0.8445849999998667
Episode 3188, Total Reward: 2.0, Epsilon: 0.8445362499998667
Episode 3189, Total Reward: 54.0, Epsilon: 0.8444874999998666
Episode 3190, Total Reward: 32.0, Epsilon: 0.8444387499998666
Episode 3191, Total Reward: 5.0, Epsilon: 0.8443899999998665
Episode 3192, Total Reward: 96.0, Epsilon: 0.8443412499998665
Episode 3193, Total Reward: 9.0, Epsilon: 0.8442924999998664
Episode 3194, Total Reward: 0.0, Epsilon: 0.8442437499998664
Episode 3195, Total Reward: 81.0, Epsilon: 0.8441949999998664
Episode 3196, Total Reward: 23.0, Epsilon: 0.8441462499998663
Episode 3197, Total Reward: 0.0, Epsilon: 0.8440974999998663
Episode 3198, Total Reward: 30.0, Epsilon: 0.8440487499998662
Episode 3199, Total Reward: 29.0, Epsilon: 0.8439999999998662
Episode 3200, Total Reward: 23.0, Epsilon: 0.8439512499998661
Episode 3201, Total Reward: 35.0, Epsilon: 0.8439024999998661
Episode 3202, Total Reward: 19.0, Epsilon: 0.8438537499998661
Episode 3203, Total Reward: 3.0, Epsilon: 0.843804999999866
Episode 3204, Total Reward: 48.0, Epsilon: 0.843756249999866
Episode 3205, Total Reward: 18.0, Epsilon: 0.8437074999998659
Episode 3206, Total Reward: 24.0, Epsilon: 0.8436587499998659
Episode 3207, Total Reward: 32.0, Epsilon: 0.8436099999998659
Episode 3208, Total Reward: 43.0, Epsilon: 0.8435612499998658
Episode 3209, Total Reward: 12.0, Epsilon: 0.8435124999998658
Episode 3210, Total Reward: 35.0, Epsilon: 0.8434637499998657
Episode 3211, Total Reward: 23.0, Epsilon: 0.8434149999998657
Episode 3212, Total Reward: 19.0, Epsilon: 0.8433662499998656
Episode 3213, Total Reward: 43.0, Epsilon: 0.8433174999998656
Episode 3214, Total Reward: 22.0, Epsilon: 0.8432687499998656
Episode 3215, Total Reward: 7.0, Epsilon: 0.8432199999998655
Episode 3216, Total Reward: 47.0, Epsilon: 0.8431712499998655
Episode 3217, Total Reward: 18.0, Epsilon: 0.8431224999998654
Episode 3218, Total Reward: 14.0, Epsilon: 0.8430737499998654
Episode 3219, Total Reward: 38.0, Epsilon: 0.8430249999998654
Episode 3220, Total Reward: 15.0, Epsilon: 0.8429762499998653
Episode 3221, Total Reward: 38.0, Epsilon: 0.8429274999998653
Episode 3222, Total Reward: 31.0, Epsilon: 0.8428787499998652
Episode 3223, Total Reward: 30.0, Epsilon: 0.8428299999998652
Episode 3224, Total Reward: 15.0, Epsilon: 0.8427812499998651
Episode 3225, Total Reward: 48.0, Epsilon: 0.8427324999998651
Episode 3226, Total Reward: 10.0, Epsilon: 0.8426837499998651
Episode 3227, Total Reward: 21.0, Epsilon: 0.842634999999865
Episode 3228, Total Reward: 30.0, Epsilon: 0.842586249999865
Episode 3229, Total Reward: 35.0, Epsilon: 0.8425374999998649
Episode 3230, Total Reward: 18.0, Epsilon: 0.8424887499998649
Episode 3231, Total Reward: 50.0, Epsilon: 0.8424399999998649
Episode 3232, Total Reward: 22.0, Epsilon: 0.8423912499998648
Episode 3233, Total Reward: 8.0, Epsilon: 0.8423424999998648
Episode 3234, Total Reward: 41.0, Epsilon: 0.8422937499998647
Episode 3235, Total Reward: 13.0, Epsilon: 0.8422449999998647
Episode 3236, Total Reward: 37.0, Epsilon: 0.8421962499998646
Episode 3237, Total Reward: 35.0, Epsilon: 0.8421474999998646
Episode 3238, Total Reward: 25.0, Epsilon: 0.8420987499998646
Episode 3239, Total Reward: 30.0, Epsilon: 0.8420499999998645
Episode 3240, Total Reward: 27.0, Epsilon: 0.8420012499998645
Episode 3241, Total Reward: 49.0, Epsilon: 0.8419524999998644
Episode 3242, Total Reward: 19.0, Epsilon: 0.8419037499998644
Episode 3243, Total Reward: 46.0, Epsilon: 0.8418549999998644
Episode 3244, Total Reward: 37.0, Epsilon: 0.8418062499998643
Episode 3245, Total Reward: 11.0, Epsilon: 0.8417574999998643
Episode 3246, Total Reward: 33.0, Epsilon: 0.8417087499998642
Episode 3247, Total Reward: 14.0, Epsilon: 0.8416599999998642
Episode 3248, Total Reward: 3.0, Epsilon: 0.8416112499998641
Episode 3249, Total Reward: 29.0, Epsilon: 0.8415624999998641
Episode 3250, Total Reward: 3.0, Epsilon: 0.8415137499998641
Episode 3251, Total Reward: 18.0, Epsilon: 0.841464999999864
Episode 3252, Total Reward: 43.0, Epsilon: 0.841416249999864
Episode 3253, Total Reward: 38.0, Epsilon: 0.8413674999998639
Episode 3254, Total Reward: 20.0, Epsilon: 0.8413187499998639
Episode 3255, Total Reward: 32.0, Epsilon: 0.8412699999998638
Episode 3256, Total Reward: 48.0, Epsilon: 0.8412212499998638
Episode 3257, Total Reward: 2.0, Epsilon: 0.8411724999998638
Episode 3258, Total Reward: 29.0, Epsilon: 0.8411237499998637
Episode 3259, Total Reward: 3.0, Epsilon: 0.8410749999998637
Episode 3260, Total Reward: 13.0, Epsilon: 0.8410262499998636
Episode 3261, Total Reward: 46.0, Epsilon: 0.8409774999998636
Episode 3262, Total Reward: 14.0, Epsilon: 0.8409287499998636
Episode 3263, Total Reward: 35.0, Epsilon: 0.8408799999998635
Episode 3264, Total Reward: 25.0, Epsilon: 0.8408312499998635
Episode 3265, Total Reward: 11.0, Epsilon: 0.8407824999998634
Episode 3266, Total Reward: 3.0, Epsilon: 0.8407337499998634
Episode 3267, Total Reward: 43.0, Epsilon: 0.8406849999998633
Episode 3268, Total Reward: 32.0, Epsilon: 0.8406362499998633
Episode 3269, Total Reward: 3.0, Epsilon: 0.8405874999998633
Episode 3270, Total Reward: 46.0, Epsilon: 0.8405387499998632
Episode 3271, Total Reward: 14.0, Epsilon: 0.8404899999998632
Episode 3272, Total Reward: 15.0, Epsilon: 0.8404412499998631
Episode 3273, Total Reward: 47.0, Epsilon: 0.8403924999998631
Episode 3274, Total Reward: 35.0, Epsilon: 0.840343749999863
Episode 3275, Total Reward: 11.0, Epsilon: 0.840294999999863
Episode 3276, Total Reward: 34.0, Epsilon: 0.840246249999863
Episode 3277, Total Reward: 14.0, Epsilon: 0.8401974999998629
Episode 3278, Total Reward: 33.0, Epsilon: 0.8401487499998629
Episode 3279, Total Reward: 56.0, Epsilon: 0.8400999999998628
Episode 3280, Total Reward: 17.0, Epsilon: 0.8400512499998628
Episode 3281, Total Reward: 0.0, Epsilon: 0.8400024999998628
Episode 3282, Total Reward: 61.0, Epsilon: 0.8399537499998627
Episode 3283, Total Reward: 25.0, Epsilon: 0.8399049999998627
Episode 3284, Total Reward: 11.0, Epsilon: 0.8398562499998626
Episode 3285, Total Reward: 29.0, Epsilon: 0.8398074999998626
Episode 3286, Total Reward: 12.0, Epsilon: 0.8397587499998626
Episode 3287, Total Reward: 16.0, Epsilon: 0.8397099999998625
Episode 3288, Total Reward: 29.0, Epsilon: 0.8396612499998625
Episode 3289, Total Reward: 3.0, Epsilon: 0.8396124999998624
Episode 3290, Total Reward: 15.0, Epsilon: 0.8395637499998624
Episode 3291, Total Reward: 36.0, Epsilon: 0.8395149999998623
Episode 3292, Total Reward: 11.0, Epsilon: 0.8394662499998623
Episode 3293, Total Reward: 20.0, Epsilon: 0.8394174999998623
Episode 3294, Total Reward: 38.0, Epsilon: 0.8393687499998622
Episode 3295, Total Reward: 3.0, Epsilon: 0.8393199999998622
Episode 3296, Total Reward: 6.0, Epsilon: 0.8392712499998621
Episode 3297, Total Reward: 59.0, Epsilon: 0.8392224999998621
Episode 3298, Total Reward: 2.0, Epsilon: 0.839173749999862
Episode 3299, Total Reward: 0.0, Epsilon: 0.839124999999862
Episode 3300, Total Reward: 98.0, Epsilon: 0.839076249999862
Episode 3301, Total Reward: 20.0, Epsilon: 0.8390274999998619
Episode 3302, Total Reward: 2.0, Epsilon: 0.8389787499998619
Episode 3303, Total Reward: 37.0, Epsilon: 0.8389299999998618
Episode 3304, Total Reward: 36.0, Epsilon: 0.8388812499998618
Episode 3305, Total Reward: 2.0, Epsilon: 0.8388324999998618
Episode 3306, Total Reward: 45.0, Epsilon: 0.8387837499998617
Episode 3307, Total Reward: 29.0, Epsilon: 0.8387349999998617
Episode 3308, Total Reward: 12.0, Epsilon: 0.8386862499998616
Episode 3309, Total Reward: 52.0, Epsilon: 0.8386374999998616
Episode 3310, Total Reward: 34.0, Epsilon: 0.8385887499998615
Episode 3311, Total Reward: 17.0, Epsilon: 0.8385399999998615
Episode 3312, Total Reward: 42.0, Epsilon: 0.8384912499998615
Episode 3313, Total Reward: 22.0, Epsilon: 0.8384424999998614
Episode 3314, Total Reward: 10.0, Epsilon: 0.8383937499998614
Episode 3315, Total Reward: 43.0, Epsilon: 0.8383449999998613
Episode 3316, Total Reward: 52.0, Epsilon: 0.8382962499998613
Episode 3317, Total Reward: 6.0, Epsilon: 0.8382474999998613
Episode 3318, Total Reward: 68.0, Epsilon: 0.8381987499998612
Episode 3319, Total Reward: 10.0, Epsilon: 0.8381499999998612
Episode 3320, Total Reward: 7.0, Epsilon: 0.8381012499998611
Episode 3321, Total Reward: 46.0, Epsilon: 0.8380524999998611
Episode 3322, Total Reward: 19.0, Epsilon: 0.838003749999861
