/cm/local/apps/slurm/var/spool/job851048/slurm_script: line 12: activate: No such file or directory
A.L.E: Arcade Learning Environment (version 0.8.1+53f58b7)
[Powered by Stella]
Episode 0, Total Reward: 6.0, Epsilon: 0.99995125
Episode 17049, Total Reward: 22.0, Epsilon: 0.1688124999996642
Episode 17050, Total Reward: 23.0, Epsilon: 0.1687637499996642
Episode 17051, Total Reward: 2.0, Epsilon: 0.16871499999966422
Episode 17052, Total Reward: 59.0, Epsilon: 0.16866624999966423
Episode 17053, Total Reward: 7.0, Epsilon: 0.16861749999966424
Episode 17054, Total Reward: 51.0, Epsilon: 0.16856874999966426
Episode 17055, Total Reward: 65.0, Epsilon: 0.16851999999966427
Episode 17056, Total Reward: 13.0, Epsilon: 0.16847124999966429
Episode 17057, Total Reward: 19.0, Epsilon: 0.1684224999996643
Episode 17058, Total Reward: 17.0, Epsilon: 0.1683737499996643
Episode 17059, Total Reward: 50.0, Epsilon: 0.16832499999966433
Episode 17060, Total Reward: 7.0, Epsilon: 0.16827624999966434
Episode 17061, Total Reward: 102.0, Epsilon: 0.16822749999966435
Episode 17062, Total Reward: 18.0, Epsilon: 0.16817874999966437
Episode 17063, Total Reward: 3.0, Epsilon: 0.16812999999966438
Episode 17064, Total Reward: 62.0, Epsilon: 0.1680812499996644
Episode 17065, Total Reward: 46.0, Epsilon: 0.1680324999996644
Episode 17066, Total Reward: 8.0, Epsilon: 0.16798374999966442
Episode 17067, Total Reward: 73.0, Epsilon: 0.16793499999966444
Episode 17068, Total Reward: 28.0, Epsilon: 0.16788624999966445
Episode 17069, Total Reward: 0.0, Epsilon: 0.16783749999966446
Episode 17070, Total Reward: 101.0, Epsilon: 0.16778874999966448
Episode 17071, Total Reward: 6.0, Epsilon: 0.1677399999996645
Episode 17072, Total Reward: 3.0, Epsilon: 0.1676912499996645
Episode 17073, Total Reward: 101.0, Epsilon: 0.16764249999966452
Episode 17074, Total Reward: 19.0, Epsilon: 0.16759374999966453
Episode 17075, Total Reward: 10.0, Epsilon: 0.16754499999966455
Episode 17076, Total Reward: 106.0, Epsilon: 0.16749624999966456
Episode 17077, Total Reward: 23.0, Epsilon: 0.16744749999966457
Episode 17078, Total Reward: 2.0, Epsilon: 0.1673987499996646
Episode 17079, Total Reward: 33.0, Epsilon: 0.1673499999996646
Episode 17080, Total Reward: 54.0, Epsilon: 0.16730124999966461
Episode 17081, Total Reward: 6.0, Epsilon: 0.16725249999966463
Episode 17082, Total Reward: 105.0, Epsilon: 0.16720374999966464
Episode 17083, Total Reward: 7.0, Epsilon: 0.16715499999966466
Episode 17084, Total Reward: 7.0, Epsilon: 0.16710624999966467
Episode 17085, Total Reward: 67.0, Epsilon: 0.16705749999966468
Episode 17086, Total Reward: 14.0, Epsilon: 0.1670087499996647
Episode 17087, Total Reward: 9.0, Epsilon: 0.1669599999996647
Episode 17088, Total Reward: 124.0, Epsilon: 0.16691124999966472
Episode 17089, Total Reward: 3.0, Epsilon: 0.16686249999966474
Episode 17090, Total Reward: 4.0, Epsilon: 0.16681374999966475
Episode 17091, Total Reward: 91.0, Epsilon: 0.16676499999966476
Episode 17092, Total Reward: 18.0, Epsilon: 0.16671624999966478
Episode 17093, Total Reward: 15.0, Epsilon: 0.1666674999996648
Episode 17094, Total Reward: 124.0, Epsilon: 0.1666187499996648
Episode 17095, Total Reward: 3.0, Epsilon: 0.16656999999966482
Episode 17096, Total Reward: 0.0, Epsilon: 0.16652124999966483
Episode 17097, Total Reward: 63.0, Epsilon: 0.16647249999966485
Episode 17098, Total Reward: 9.0, Epsilon: 0.16642374999966486
Episode 17099, Total Reward: 3.0, Epsilon: 0.16637499999966487
Episode 17100, Total Reward: 63.0, Epsilon: 0.1663262499996649
Episode 17101, Total Reward: 14.0, Epsilon: 0.1662774999996649
Episode 17102, Total Reward: 30.0, Epsilon: 0.16622874999966492
Episode 17103, Total Reward: 76.0, Epsilon: 0.16617999999966493
Episode 17104, Total Reward: 15.0, Epsilon: 0.16613124999966494
Episode 17105, Total Reward: 8.0, Epsilon: 0.16608249999966496
Episode 17106, Total Reward: 95.0, Epsilon: 0.16603374999966497
Episode 17107, Total Reward: 16.0, Epsilon: 0.16598499999966498
Episode 17108, Total Reward: 2.0, Epsilon: 0.165936249999665
Episode 17109, Total Reward: 101.0, Epsilon: 0.165887499999665
Episode 17110, Total Reward: 13.0, Epsilon: 0.16583874999966502
Episode 17111, Total Reward: 0.0, Epsilon: 0.16578999999966504
Episode 17112, Total Reward: 124.0, Epsilon: 0.16574124999966505
Episode 17113, Total Reward: 13.0, Epsilon: 0.16569249999966507
Episode 17114, Total Reward: 1.0, Epsilon: 0.16564374999966508
Episode 17115, Total Reward: 91.0, Epsilon: 0.1655949999996651
Episode 17116, Total Reward: 24.0, Epsilon: 0.1655462499996651
Episode 17117, Total Reward: 14.0, Epsilon: 0.16549749999966512
Episode 17118, Total Reward: 86.0, Epsilon: 0.16544874999966513
Episode 17119, Total Reward: 9.0, Epsilon: 0.16539999999966515
Episode 17120, Total Reward: 0.0, Epsilon: 0.16535124999966516
Episode 17121, Total Reward: 79.0, Epsilon: 0.16530249999966518
Episode 17122, Total Reward: 18.0, Epsilon: 0.1652537499996652
Episode 17123, Total Reward: 6.0, Epsilon: 0.1652049999996652
Episode 17124, Total Reward: 62.0, Epsilon: 0.16515624999966522
Episode 17125, Total Reward: 15.0, Epsilon: 0.16510749999966523
Episode 17126, Total Reward: 2.0, Epsilon: 0.16505874999966524
Episode 17127, Total Reward: 77.0, Epsilon: 0.16500999999966526
Episode 17128, Total Reward: 12.0, Epsilon: 0.16496124999966527
Episode 17129, Total Reward: 33.0, Epsilon: 0.16491249999966529
Episode 17130, Total Reward: 61.0, Epsilon: 0.1648637499996653
Episode 17131, Total Reward: 20.0, Epsilon: 0.1648149999996653
Episode 17132, Total Reward: 10.0, Epsilon: 0.16476624999966533
Episode 17133, Total Reward: 64.0, Epsilon: 0.16471749999966534
Episode 17134, Total Reward: 10.0, Epsilon: 0.16466874999966535
Episode 17135, Total Reward: 3.0, Epsilon: 0.16461999999966537
Episode 17136, Total Reward: 82.0, Epsilon: 0.16457124999966538
Episode 17137, Total Reward: 12.0, Epsilon: 0.1645224999996654
Episode 17138, Total Reward: 15.0, Epsilon: 0.1644737499996654
Episode 17139, Total Reward: 49.0, Epsilon: 0.16442499999966542
Episode 17140, Total Reward: 12.0, Epsilon: 0.16437624999966544
Episode 17141, Total Reward: 29.0, Epsilon: 0.16432749999966545
Episode 17142, Total Reward: 76.0, Epsilon: 0.16427874999966546
Episode 17143, Total Reward: 34.0, Epsilon: 0.16422999999966548
Episode 17144, Total Reward: 5.0, Epsilon: 0.1641812499996655
Episode 17145, Total Reward: 61.0, Epsilon: 0.1641324999996655
Episode 17146, Total Reward: 21.0, Epsilon: 0.16408374999966552
Episode 17147, Total Reward: 11.0, Epsilon: 0.16403499999966553
Episode 17148, Total Reward: 121.0, Epsilon: 0.16398624999966555
Episode 17149, Total Reward: 15.0, Epsilon: 0.16393749999966556
Episode 17150, Total Reward: 1.0, Epsilon: 0.16388874999966557
Episode 17151, Total Reward: 19.0, Epsilon: 0.1638399999996656
Episode 17152, Total Reward: 87.0, Epsilon: 0.1637912499996656
Episode 17153, Total Reward: 1.0, Epsilon: 0.1637424999996656
Episode 17154, Total Reward: 107.0, Epsilon: 0.16369374999966563
Episode 17155, Total Reward: 3.0, Epsilon: 0.16364499999966564
Episode 17156, Total Reward: 3.0, Epsilon: 0.16359624999966565
Episode 17157, Total Reward: 105.0, Epsilon: 0.16354749999966567
Episode 17158, Total Reward: 12.0, Epsilon: 0.16349874999966568
Episode 17159, Total Reward: 4.0, Epsilon: 0.1634499999996657
Episode 17160, Total Reward: 93.0, Epsilon: 0.1634012499996657
Episode 17161, Total Reward: 19.0, Epsilon: 0.16335249999966572
Episode 17162, Total Reward: 15.0, Epsilon: 0.16330374999966574
Episode 17163, Total Reward: 89.0, Epsilon: 0.16325499999966575
Episode 17164, Total Reward: 14.0, Epsilon: 0.16320624999966576
Episode 17165, Total Reward: 23.0, Epsilon: 0.16315749999966578
Episode 17166, Total Reward: 25.0, Epsilon: 0.1631087499996658
Episode 17167, Total Reward: 50.0, Epsilon: 0.1630599999996658
Episode 17168, Total Reward: 2.0, Epsilon: 0.16301124999966582
Episode 17169, Total Reward: 124.0, Epsilon: 0.16296249999966583
Episode 17170, Total Reward: 4.0, Epsilon: 0.16291374999966585
Episode 17171, Total Reward: 4.0, Epsilon: 0.16286499999966586
Episode 17172, Total Reward: 91.0, Epsilon: 0.16281624999966587
Episode 17173, Total Reward: 18.0, Epsilon: 0.1627674999996659
Episode 17174, Total Reward: 7.0, Epsilon: 0.1627187499996659
Episode 17175, Total Reward: 102.0, Epsilon: 0.16266999999966592
Episode 17176, Total Reward: 20.0, Epsilon: 0.16262124999966593
Episode 17177, Total Reward: 0.0, Epsilon: 0.16257249999966594
Episode 17178, Total Reward: 51.0, Epsilon: 0.16252374999966596
Episode 17179, Total Reward: 16.0, Epsilon: 0.16247499999966597
Episode 17180, Total Reward: 38.0, Epsilon: 0.16242624999966598
Episode 17181, Total Reward: 65.0, Epsilon: 0.162377499999666
Episode 17182, Total Reward: 9.0, Epsilon: 0.162328749999666
Episode 17183, Total Reward: 17.0, Epsilon: 0.16227999999966602
Episode 17184, Total Reward: 58.0, Epsilon: 0.16223124999966604
Episode 17185, Total Reward: 1.0, Epsilon: 0.16218249999966605
Episode 17186, Total Reward: 2.0, Epsilon: 0.16213374999966607
Episode 17187, Total Reward: 100.0, Epsilon: 0.16208499999966608
Episode 17188, Total Reward: 10.0, Epsilon: 0.1620362499996661
Episode 17189, Total Reward: 6.0, Epsilon: 0.1619874999996661
Episode 17190, Total Reward: 115.0, Epsilon: 0.16193874999966612
Episode 17191, Total Reward: 3.0, Epsilon: 0.16188999999966613
Episode 17192, Total Reward: 9.0, Epsilon: 0.16184124999966615
Episode 17193, Total Reward: 95.0, Epsilon: 0.16179249999966616
Episode 17194, Total Reward: 8.0, Epsilon: 0.16174374999966618
Episode 17195, Total Reward: 11.0, Epsilon: 0.1616949999996662
Episode 17196, Total Reward: 109.0, Epsilon: 0.1616462499996662
Episode 17197, Total Reward: 13.0, Epsilon: 0.16159749999966622
Episode 17198, Total Reward: 4.0, Epsilon: 0.16154874999966623
Episode 17199, Total Reward: 79.0, Epsilon: 0.16149999999966624
Episode 17200, Total Reward: 14.0, Epsilon: 0.16145124999966626
Episode 17201, Total Reward: 18.0, Epsilon: 0.16140249999966627
Episode 17202, Total Reward: 101.0, Epsilon: 0.16135374999966628
Episode 17203, Total Reward: 25.0, Epsilon: 0.1613049999996663
Episode 17204, Total Reward: 9.0, Epsilon: 0.1612562499996663
Episode 17205, Total Reward: 90.0, Epsilon: 0.16120749999966633
Episode 17206, Total Reward: 13.0, Epsilon: 0.16115874999966634
Episode 17207, Total Reward: 5.0, Epsilon: 0.16110999999966635
Episode 17208, Total Reward: 50.0, Epsilon: 0.16106124999966637
Episode 17209, Total Reward: 34.0, Epsilon: 0.16101249999966638
Episode 17210, Total Reward: 0.0, Epsilon: 0.1609637499996664
Episode 17211, Total Reward: 88.0, Epsilon: 0.1609149999996664
Episode 17212, Total Reward: 16.0, Epsilon: 0.16086624999966642
Episode 17213, Total Reward: 13.0, Epsilon: 0.16081749999966644
Episode 17214, Total Reward: 116.0, Epsilon: 0.16076874999966645
Episode 17215, Total Reward: 19.0, Epsilon: 0.16071999999966646
Episode 17216, Total Reward: 0.0, Epsilon: 0.16067124999966648
Episode 17217, Total Reward: 133.0, Epsilon: 0.1606224999996665
Episode 17218, Total Reward: 1.0, Epsilon: 0.1605737499996665
Episode 17219, Total Reward: 0.0, Epsilon: 0.16052499999966652
Episode 17220, Total Reward: 123.0, Epsilon: 0.16047624999966653
Episode 17221, Total Reward: 11.0, Epsilon: 0.16042749999966655
Episode 17222, Total Reward: 2.0, Epsilon: 0.16037874999966656
Episode 17223, Total Reward: 100.0, Epsilon: 0.16032999999966657
Episode 17224, Total Reward: 26.0, Epsilon: 0.1602812499996666
Episode 17225, Total Reward: 3.0, Epsilon: 0.1602324999996666
Episode 17226, Total Reward: 116.0, Epsilon: 0.1601837499996666
Episode 17227, Total Reward: 11.0, Epsilon: 0.16013499999966663
Episode 17228, Total Reward: 2.0, Epsilon: 0.16008624999966664
Episode 17229, Total Reward: 106.0, Epsilon: 0.16003749999966665
Episode 17230, Total Reward: 16.0, Epsilon: 0.15998874999966667
Episode 17231, Total Reward: 5.0, Epsilon: 0.15993999999966668
Episode 17232, Total Reward: 127.0, Epsilon: 0.1598912499996667
Episode 17233, Total Reward: 7.0, Epsilon: 0.1598424999996667
Episode 17234, Total Reward: 0.0, Epsilon: 0.15979374999966672
Episode 17235, Total Reward: 64.0, Epsilon: 0.15974499999966674
Episode 17236, Total Reward: 8.0, Epsilon: 0.15969624999966675
Episode 17237, Total Reward: 9.0, Epsilon: 0.15964749999966676
Episode 17238, Total Reward: 128.0, Epsilon: 0.15959874999966678
Episode 17239, Total Reward: 3.0, Epsilon: 0.1595499999996668
Episode 17240, Total Reward: 2.0, Epsilon: 0.1595012499996668
Episode 17241, Total Reward: 107.0, Epsilon: 0.15945249999966682
Episode 17242, Total Reward: 19.0, Epsilon: 0.15940374999966683
Episode 17243, Total Reward: 4.0, Epsilon: 0.15935499999966685
Episode 17244, Total Reward: 59.0, Epsilon: 0.15930624999966686
Episode 17245, Total Reward: 35.0, Epsilon: 0.15925749999966687
Episode 17246, Total Reward: 14.0, Epsilon: 0.1592087499996669
Episode 17247, Total Reward: 66.0, Epsilon: 0.1591599999996669
Episode 17248, Total Reward: 10.0, Epsilon: 0.15911124999966691
Episode 17249, Total Reward: 25.0, Epsilon: 0.15906249999966693
Episode 17250, Total Reward: 107.0, Epsilon: 0.15901374999966694
Episode 17251, Total Reward: 14.0, Epsilon: 0.15896499999966696
Episode 17252, Total Reward: 7.0, Epsilon: 0.15891624999966697
Episode 17253, Total Reward: 116.0, Epsilon: 0.15886749999966698
Episode 17254, Total Reward: 9.0, Epsilon: 0.158818749999667
Episode 17255, Total Reward: 5.0, Epsilon: 0.158769999999667
Episode 17256, Total Reward: 55.0, Epsilon: 0.15872124999966702
Episode 17257, Total Reward: 16.0, Epsilon: 0.15867249999966704
Episode 17258, Total Reward: 1.0, Epsilon: 0.15862374999966705
Episode 17259, Total Reward: 101.0, Epsilon: 0.15857499999966707
Episode 17260, Total Reward: 14.0, Epsilon: 0.15852624999966708
Episode 17261, Total Reward: 11.0, Epsilon: 0.1584774999996671
Episode 17262, Total Reward: 75.0, Epsilon: 0.1584287499996671
Episode 17263, Total Reward: 11.0, Epsilon: 0.15837999999966712
Episode 17264, Total Reward: 5.0, Epsilon: 0.15833124999966713
Episode 17265, Total Reward: 72.0, Epsilon: 0.15828249999966715
Episode 17266, Total Reward: 14.0, Epsilon: 0.15823374999966716
Episode 17267, Total Reward: 1.0, Epsilon: 0.15818499999966718
Episode 17268, Total Reward: 93.0, Epsilon: 0.1581362499996672
Episode 17269, Total Reward: 10.0, Epsilon: 0.1580874999996672
Episode 17270, Total Reward: 4.0, Epsilon: 0.15803874999966722
Episode 17271, Total Reward: 91.0, Epsilon: 0.15798999999966723
Episode 17272, Total Reward: 28.0, Epsilon: 0.15794124999966724
Episode 17273, Total Reward: 1.0, Epsilon: 0.15789249999966726
Episode 17274, Total Reward: 92.0, Epsilon: 0.15784374999966727
Episode 17275, Total Reward: 4.0, Epsilon: 0.15779499999966728
Episode 17276, Total Reward: 13.0, Epsilon: 0.1577462499996673
Episode 17277, Total Reward: 99.0, Epsilon: 0.1576974999996673
Episode 17278, Total Reward: 4.0, Epsilon: 0.15764874999966733
Episode 17279, Total Reward: 20.0, Epsilon: 0.15759999999966734
Episode 17280, Total Reward: 59.0, Epsilon: 0.15755124999966735
Episode 17281, Total Reward: 19.0, Epsilon: 0.15750249999966737
Episode 17282, Total Reward: 4.0, Epsilon: 0.15745374999966738
Episode 17283, Total Reward: 105.0, Epsilon: 0.1574049999996674
Episode 17284, Total Reward: 21.0, Epsilon: 0.1573562499996674
Episode 17285, Total Reward: 3.0, Epsilon: 0.15730749999966742
Episode 17286, Total Reward: 75.0, Epsilon: 0.15725874999966744
Episode 17287, Total Reward: 4.0, Epsilon: 0.15720999999966745
Episode 17288, Total Reward: 48.0, Epsilon: 0.15716124999966746
Episode 17289, Total Reward: 60.0, Epsilon: 0.15711249999966748
Episode 17290, Total Reward: 21.0, Epsilon: 0.1570637499996675
Episode 17291, Total Reward: 9.0, Epsilon: 0.1570149999996675
Episode 17292, Total Reward: 107.0, Epsilon: 0.15696624999966752
Episode 17293, Total Reward: 7.0, Epsilon: 0.15691749999966753
Episode 17294, Total Reward: 0.0, Epsilon: 0.15686874999966754
Episode 17295, Total Reward: 116.0, Epsilon: 0.15681999999966756
Episode 17296, Total Reward: 3.0, Epsilon: 0.15677124999966757
Episode 17297, Total Reward: 3.0, Epsilon: 0.15672249999966759
Episode 17298, Total Reward: 79.0, Epsilon: 0.1566737499996676
Episode 17299, Total Reward: 15.0, Epsilon: 0.1566249999996676
Episode 17300, Total Reward: 2.0, Epsilon: 0.15657624999966763
Episode 17301, Total Reward: 60.0, Epsilon: 0.15652749999966764
Episode 17302, Total Reward: 68.0, Epsilon: 0.15647874999966765
Episode 17303, Total Reward: 4.0, Epsilon: 0.15642999999966767
Episode 17304, Total Reward: 92.0, Epsilon: 0.15638124999966768
Episode 17305, Total Reward: 8.0, Epsilon: 0.1563324999996677
Episode 17306, Total Reward: 8.0, Epsilon: 0.1562837499996677
Episode 17307, Total Reward: 93.0, Epsilon: 0.15623499999966772
Episode 17308, Total Reward: 5.0, Epsilon: 0.15618624999966774
Episode 17309, Total Reward: 10.0, Epsilon: 0.15613749999966775
Episode 17310, Total Reward: 61.0, Epsilon: 0.15608874999966776
Episode 17311, Total Reward: 10.0, Epsilon: 0.15603999999966778
Episode 17312, Total Reward: 2.0, Epsilon: 0.1559912499996678
Episode 17313, Total Reward: 62.0, Epsilon: 0.1559424999996678
Episode 17314, Total Reward: 11.0, Epsilon: 0.15589374999966782
Episode 17315, Total Reward: 1.0, Epsilon: 0.15584499999966783
Episode 17316, Total Reward: 63.0, Epsilon: 0.15579624999966785
Episode 17317, Total Reward: 16.0, Epsilon: 0.15574749999966786
Episode 17318, Total Reward: 15.0, Epsilon: 0.15569874999966787
Episode 17319, Total Reward: 68.0, Epsilon: 0.1556499999996679
Episode 17320, Total Reward: 17.0, Epsilon: 0.1556012499996679
Episode 17321, Total Reward: 34.0, Epsilon: 0.15555249999966791
Episode 17322, Total Reward: 115.0, Epsilon: 0.15550374999966793
Episode 17323, Total Reward: 16.0, Epsilon: 0.15545499999966794
Episode 17324, Total Reward: 2.0, Epsilon: 0.15540624999966796
Episode 17325, Total Reward: 81.0, Epsilon: 0.15535749999966797
Episode 17326, Total Reward: 21.0, Epsilon: 0.15530874999966798
Episode 17327, Total Reward: 15.0, Epsilon: 0.155259999999668
Episode 17328, Total Reward: 88.0, Epsilon: 0.155211249999668
Episode 17329, Total Reward: 9.0, Epsilon: 0.15516249999966802
Episode 17330, Total Reward: 19.0, Epsilon: 0.15511374999966804
Episode 17331, Total Reward: 102.0, Epsilon: 0.15506499999966805
Episode 17332, Total Reward: 19.0, Epsilon: 0.15501624999966807
Episode 17333, Total Reward: 5.0, Epsilon: 0.15496749999966808
Episode 17334, Total Reward: 103.0, Epsilon: 0.1549187499996681
Episode 17335, Total Reward: 13.0, Epsilon: 0.1548699999996681
Episode 17336, Total Reward: 11.0, Epsilon: 0.15482124999966812
Episode 17337, Total Reward: 69.0, Epsilon: 0.15477249999966813
Episode 17338, Total Reward: 11.0, Epsilon: 0.15472374999966815
Episode 17339, Total Reward: 4.0, Epsilon: 0.15467499999966816
Episode 17340, Total Reward: 96.0, Epsilon: 0.15462624999966817
Episode 17341, Total Reward: 18.0, Epsilon: 0.1545774999996682
Episode 17342, Total Reward: 5.0, Epsilon: 0.1545287499996682
Episode 17343, Total Reward: 60.0, Epsilon: 0.15447999999966822
Episode 17344, Total Reward: 10.0, Epsilon: 0.15443124999966823
Episode 17345, Total Reward: 5.0, Epsilon: 0.15438249999966824
Episode 17346, Total Reward: 100.0, Epsilon: 0.15433374999966826
Episode 17347, Total Reward: 17.0, Epsilon: 0.15428499999966827
Episode 17348, Total Reward: 5.0, Epsilon: 0.15423624999966828
Episode 17349, Total Reward: 54.0, Epsilon: 0.1541874999996683
Episode 17350, Total Reward: 53.0, Epsilon: 0.1541387499996683
Episode 17351, Total Reward: 15.0, Epsilon: 0.15408999999966833
Episode 17352, Total Reward: 97.0, Epsilon: 0.15404124999966834
Episode 17353, Total Reward: 8.0, Epsilon: 0.15399249999966835
Episode 17354, Total Reward: 11.0, Epsilon: 0.15394374999966837
Episode 17355, Total Reward: 51.0, Epsilon: 0.15389499999966838
Episode 17356, Total Reward: 50.0, Epsilon: 0.1538462499996684
Episode 17357, Total Reward: 14.0, Epsilon: 0.1537974999996684
Episode 17358, Total Reward: 64.0, Epsilon: 0.15374874999966842
Episode 17359, Total Reward: 14.0, Epsilon: 0.15369999999966844
Episode 17360, Total Reward: 3.0, Epsilon: 0.15365124999966845
Episode 17361, Total Reward: 99.0, Epsilon: 0.15360249999966846
Episode 17362, Total Reward: 12.0, Epsilon: 0.15355374999966848
Episode 17363, Total Reward: 2.0, Epsilon: 0.1535049999996685
Episode 17364, Total Reward: 54.0, Epsilon: 0.1534562499996685
Episode 17365, Total Reward: 15.0, Epsilon: 0.15340749999966852
Episode 17366, Total Reward: 8.0, Epsilon: 0.15335874999966853
Episode 17367, Total Reward: 103.0, Epsilon: 0.15330999999966854
Episode 17368, Total Reward: 20.0, Epsilon: 0.15326124999966856
Episode 17369, Total Reward: 8.0, Epsilon: 0.15321249999966857
Episode 17370, Total Reward: 101.0, Epsilon: 0.15316374999966859
Episode 17371, Total Reward: 22.0, Epsilon: 0.1531149999996686
Episode 17372, Total Reward: 3.0, Epsilon: 0.1530662499996686
Episode 17373, Total Reward: 123.0, Epsilon: 0.15301749999966863
Episode 17374, Total Reward: 6.0, Epsilon: 0.15296874999966864
Episode 17375, Total Reward: 2.0, Epsilon: 0.15291999999966865
Episode 17376, Total Reward: 63.0, Epsilon: 0.15287124999966867
Episode 17377, Total Reward: 5.0, Epsilon: 0.15282249999966868
Episode 17378, Total Reward: 4.0, Epsilon: 0.1527737499996687
Episode 17379, Total Reward: 98.0, Epsilon: 0.1527249999996687
Episode 17380, Total Reward: 13.0, Epsilon: 0.15267624999966872
Episode 17381, Total Reward: 8.0, Epsilon: 0.15262749999966874
Episode 17382, Total Reward: 65.0, Epsilon: 0.15257874999966875
Episode 17383, Total Reward: 15.0, Epsilon: 0.15252999999966876
Episode 17384, Total Reward: 28.0, Epsilon: 0.15248124999966878
Episode 17385, Total Reward: 94.0, Epsilon: 0.1524324999996688
Episode 17386, Total Reward: 7.0, Epsilon: 0.1523837499996688
Episode 17387, Total Reward: 0.0, Epsilon: 0.15233499999966882
Episode 17388, Total Reward: 96.0, Epsilon: 0.15228624999966883
Episode 17389, Total Reward: 13.0, Epsilon: 0.15223749999966885
Episode 17390, Total Reward: 3.0, Epsilon: 0.15218874999966886
Episode 17391, Total Reward: 86.0, Epsilon: 0.15213999999966887
Episode 17392, Total Reward: 8.0, Epsilon: 0.1520912499996689
Episode 17393, Total Reward: 19.0, Epsilon: 0.1520424999996689
Episode 17394, Total Reward: 109.0, Epsilon: 0.15199374999966891
Episode 17395, Total Reward: 13.0, Epsilon: 0.15194499999966893
Episode 17396, Total Reward: 8.0, Epsilon: 0.15189624999966894
Episode 17397, Total Reward: 78.0, Epsilon: 0.15184749999966896
Episode 17398, Total Reward: 9.0, Epsilon: 0.15179874999966897
Episode 17399, Total Reward: 4.0, Epsilon: 0.15174999999966898
Episode 17400, Total Reward: 119.0, Epsilon: 0.151701249999669
Episode 17401, Total Reward: 11.0, Epsilon: 0.151652499999669
Episode 17402, Total Reward: 3.0, Epsilon: 0.15160374999966902
Episode 17403, Total Reward: 89.0, Epsilon: 0.15155499999966904
Episode 17404, Total Reward: 18.0, Epsilon: 0.15150624999966905
Episode 17405, Total Reward: 3.0, Epsilon: 0.15145749999966907
Episode 17406, Total Reward: 109.0, Epsilon: 0.15140874999966908
Episode 17407, Total Reward: 13.0, Epsilon: 0.1513599999996691
Episode 17408, Total Reward: 7.0, Epsilon: 0.1513112499996691
Episode 17409, Total Reward: 53.0, Epsilon: 0.15126249999966912
Episode 17410, Total Reward: 0.0, Epsilon: 0.15121374999966913
Episode 17411, Total Reward: 9.0, Epsilon: 0.15116499999966915
Episode 17412, Total Reward: 87.0, Epsilon: 0.15111624999966916
Episode 17413, Total Reward: 6.0, Epsilon: 0.15106749999966917
Episode 17414, Total Reward: 8.0, Epsilon: 0.1510187499996692
Episode 17415, Total Reward: 56.0, Epsilon: 0.1509699999996692
Episode 17416, Total Reward: 28.0, Epsilon: 0.15092124999966922
Episode 17417, Total Reward: 21.0, Epsilon: 0.15087249999966923
Episode 17418, Total Reward: 120.0, Epsilon: 0.15082374999966924
Episode 17419, Total Reward: 4.0, Epsilon: 0.15077499999966926
Episode 17420, Total Reward: 3.0, Epsilon: 0.15072624999966927
Episode 17421, Total Reward: 105.0, Epsilon: 0.15067749999966928
Episode 17422, Total Reward: 18.0, Epsilon: 0.1506287499996693
Episode 17423, Total Reward: 7.0, Epsilon: 0.1505799999996693
Episode 17424, Total Reward: 98.0, Epsilon: 0.15053124999966933
Episode 17425, Total Reward: 4.0, Epsilon: 0.15048249999966934
Episode 17426, Total Reward: 6.0, Epsilon: 0.15043374999966935
Episode 17427, Total Reward: 109.0, Epsilon: 0.15038499999966937
Episode 17428, Total Reward: 14.0, Epsilon: 0.15033624999966938
Episode 17429, Total Reward: 2.0, Epsilon: 0.1502874999996694
Episode 17430, Total Reward: 124.0, Epsilon: 0.1502387499996694
Episode 17431, Total Reward: 3.0, Epsilon: 0.15018999999966942
Episode 17432, Total Reward: 8.0, Epsilon: 0.15014124999966943
Episode 17433, Total Reward: 74.0, Epsilon: 0.15009249999966945
Episode 17434, Total Reward: 7.0, Epsilon: 0.15004374999966946
Episode 17435, Total Reward: 4.0, Epsilon: 0.14999499999966948
Episode 17436, Total Reward: 104.0, Epsilon: 0.1499462499996695
Episode 17437, Total Reward: 2.0, Epsilon: 0.1498974999996695
Episode 17438, Total Reward: 3.0, Epsilon: 0.14984874999966952
Episode 17439, Total Reward: 54.0, Epsilon: 0.14979999999966953
Episode 17440, Total Reward: 13.0, Epsilon: 0.14975124999966954
Episode 17441, Total Reward: 50.0, Epsilon: 0.14970249999966956
Episode 17442, Total Reward: 27.0, Epsilon: 0.14965374999966957
Episode 17443, Total Reward: 22.0, Epsilon: 0.14960499999966959
Episode 17444, Total Reward: 17.0, Epsilon: 0.1495562499996696
Episode 17445, Total Reward: 19.0, Epsilon: 0.1495074999996696
Episode 17446, Total Reward: 61.0, Epsilon: 0.14945874999966963
Episode 17447, Total Reward: 5.0, Epsilon: 0.14940999999966964
Episode 17448, Total Reward: 37.0, Epsilon: 0.14936124999966965
Episode 17449, Total Reward: 12.0, Epsilon: 0.14931249999966967
Episode 17450, Total Reward: 29.0, Epsilon: 0.14926374999966968
Episode 17451, Total Reward: 35.0, Epsilon: 0.1492149999996697
Episode 17452, Total Reward: 13.0, Epsilon: 0.1491662499996697
Episode 17453, Total Reward: 0.0, Epsilon: 0.14911749999966972
Episode 17454, Total Reward: 51.0, Epsilon: 0.14906874999966974
Episode 17455, Total Reward: 9.0, Epsilon: 0.14901999999966975
Episode 17456, Total Reward: 2.0, Epsilon: 0.14897124999966976
